Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/product?id=141,2,0,1134.1651660040952,1342.4987704929663,1134.1651660040952,1550.8323749818373,104775.0,0.0551093714945297,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/tools.descartes.teastore.webui/product?id=142,1,0,273.09670799877495,273.09670799877495,273.09670799877495,273.09670799877495,105383.0,0.02755468574726485,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/tools.descartes.teastore.webui/product?id=144,1,0,1379.6474580012728,1379.6474580012728,1379.6474580012728,1379.6474580012728,103669.0,0.02755468574726485,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/tools.descartes.teastore.webui/product?id=145,1,0,519.8855420167092,519.8855420167092,519.8855420167092,519.8855420167092,103442.0,0.02755468574726485,0.0,520,520,520,520,520,520,520,520,520,520,520
GET,/tools.descartes.teastore.webui/product?id=146,2,0,941.5072920091916,942.5119789957535,941.5072920091916,943.5166659823153,103207.0,0.0551093714945297,0.0,940,940,940,940,940,940,940,940,940,940,940
GET,/tools.descartes.teastore.webui/product?id=147,1,0,629.6995829907246,629.6995829907246,629.6995829907246,629.6995829907246,105885.0,0.02755468574726485,0.0,630,630,630,630,630,630,630,630,630,630,630
GET,/tools.descartes.teastore.webui/product?id=148,1,0,1191.002125007799,1191.002125007799,1191.002125007799,1191.002125007799,103261.0,0.02755468574726485,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=149,1,0,949.6879169892054,949.6879169892054,949.6879169892054,949.6879169892054,104271.0,0.02755468574726485,0.0,950,950,950,950,950,950,950,950,950,950,950
GET,/tools.descartes.teastore.webui/product?id=150,1,0,944.4007080164738,944.4007080164738,944.4007080164738,944.4007080164738,103199.0,0.02755468574726485,0.0,940,940,940,940,940,940,940,940,940,940,940
GET,/tools.descartes.teastore.webui/product?id=151,1,0,753.7100829940755,753.7100829940755,753.7100829940755,753.7100829940755,107583.0,0.02755468574726485,0.0,750,750,750,750,750,750,750,750,750,750,750
GET,/tools.descartes.teastore.webui/product?id=152,2,0,580.4928749857936,1351.56272900349,580.4928749857936,2122.6325830211863,103934.0,0.0551093714945297,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/tools.descartes.teastore.webui/product?id=155,1,0,1199.923125008354,1199.923125008354,1199.923125008354,1199.923125008354,102369.0,0.02755468574726485,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
