Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=146,10,0,620.0,706.6256605088711,415.55187897756696,1123.5008663497865,28976.1,0.08380594442072113,0.0,630,760,860,950,1100,1100,1100,1100,1100,1100,1100
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=147,8,0,640.0,634.6006877720356,426.5140420757234,810.7585120014846,29168.5,0.0670447555365769,0.0,660,690,780,780,810,810,810,810,810,810,810
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=148,4,0,560.0,669.4070987869054,495.94897078350186,975.644676014781,29081.5,0.03352237776828845,0.0,650,650,980,980,980,980,980,980,980,980,980
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=149,8,0,500.0,637.5273419544101,401.27657586708665,987.5127458944917,28345.875,0.0670447555365769,0.0,570,730,970,970,990,990,990,990,990,990,990
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=15,7,0,570.0,562.9131756722927,309.8349501378834,816.4181658066809,28607.14285714286,0.05866416109450479,0.0,570,670,690,690,820,820,820,820,820,820,820
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=150,6,0,560.0,701.6041029710323,457.2532498277724,1142.7950761280954,29060.833333333332,0.05028356665243268,0.0,570,570,990,990,1100,1100,1100,1100,1100,1100,1100
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=151,5,0,770.0,750.9581505320966,498.29005915671587,893.2988890446723,29011.8,0.041902972210360566,0.0,770,890,890,890,890,890,890,890,890,890,890
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=152,8,0,620.0,633.9798121480271,466.59056143835187,757.8460178337991,29011.625,0.0670447555365769,0.0,630,710,710,710,760,760,760,760,760,760,760
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=153,9,0,720.0,728.601289447397,422.84316569566727,1020.3612446784973,28993.666666666668,0.07542534997864901,0.0,720,790,880,910,1000,1000,1000,1000,1000,1000,1000
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=154,6,0,570.0,618.9756374806166,483.1477953121066,801.2287993915379,28709.5,0.05028356665243268,0.0,630,630,670,670,800,800,800,800,800,800,800
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=155,4,0,520.0,580.7661365251988,465.5476352199912,701.4367179945111,28639.0,0.03352237776828845,0.0,640,640,700,700,700,700,700,700,700,700,700
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=156,7,0,770.0,695.0982205702791,472.2491009160876,885.8922026120126,28622.714285714286,0.05866416109450479,0.0,770,790,810,810,890,890,890,890,890,890,890
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=157,6,0,500.0,524.5481926637391,406.29415726289153,718.1685250252485,28501.166666666668,0.05028356665243268,0.0,510,510,540,540,720,720,720,720,720,720,720
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=158,5,0,580.0,585.638709180057,354.4975472614169,763.7825435958803,28789.8,0.041902972210360566,0.0,580,750,750,760,760,760,760,760,760,760,760
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=159,11,0,570.0,606.529551431198,340.15018679201603,859.9931737408042,28696.272727272728,0.09218653886279324,0.0,570,750,750,750,820,860,860,860,860,860,860
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=16,5,0,480.0,528.0132699757814,344.0686729736626,789.8595756851137,28664.8,0.041902972210360566,0.0,480,570,570,790,790,790,790,790,790,790,790
